index,Brand,Product,Price,Return/Exchange,Expected Delivery,Availability,URL
1, Kadence Store,"Kadence Frontier guitar with Online Guitar learning course , Wine Red Acoustic Guitar with Die Cast Keys, Set of Strings, Strap, Picks and Bag (Wine Red, Acoustic)","4,949",7 days Replacement,"Thursday, 15 December",,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NzE5NTYxMzU0ODQ4ODU4OjE2NzA5MjE3NDE6c3BfYXRmOjIwMDYxNjIwNjk2MjA0OjowOjo&url=%2FKadence-Frontier-Acoustic-Guitar-Strings%2Fdp%2FB01GDZ46AA%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dguitar%26qid%3D1670921741%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1%26smid%3DAM04Z7MH4HSDD
2, Kadence Store,"Kadence Slowhand Premium Jumbo Semi Acoustic Guitar with Heavy Padded Bag, guitar cable, Pro Capo (Black Spruce Wood)","9,900",7 days Replacement,"Saturday, 17 December",,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NzE5NTYxMzU0ODQ4ODU4OjE2NzA5MjE3NDE6c3BfYXRmOjIwMDU3MTkzMDU2MjA0OjowOjo&url=%2FKadence-Slowhand-Premium-Acoustic-Instrument%2Fdp%2FB077SZ667X%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dguitar%26qid%3D1670921741%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
3, Intern Store,"INTERN 40 inches Acoustic Guitar with Pick-up & truss rod, carry bag, strings pack, strap & picks. Premium Wooden durable built, tonal stability with professional sound amplificaiton. (Black).","5,190",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NzE5NTYxMzU0ODQ4ODU4OjE2NzA5MjE3NDE6c3BfYXRmOjIwMDk4NjQ2MTUzMTk4OjowOjo&url=%2FAcoustic-Pick-up-stability-professional-amplificaiton%2Fdp%2FB09YHCR3R8%2Fref%3Dsr_1_3_sspa%3Fkeywords%3Dguitar%26qid%3D1670921741%26sr%3D8-3-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
4, Hontral,Hontral S4 String Decor Guitar Children's Musical Instrument Educational Toy Small Guitar for Beginners Kids Child - 23Inch,899,7 days Returnable,"Friday, 16 December",In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NzE5NTYxMzU0ODQ4ODU4OjE2NzA5MjE3NDE6c3BfYXRmOjIwMDc5OTc5NTkyNDk4OjowOjo&url=%2FHontral-Childrens-Instrument-Educational-Beginners%2Fdp%2FB0BD8Y1H78%2Fref%3Dsr_1_4_sspa%3Fkeywords%3Dguitar%26qid%3D1670921741%26sr%3D8-4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
5, Intern Store,"Intern INT-38C Right hand Acoustic Guitar Kit, With Bag, Strings, Pick And Strap, Black, small","2,299",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/Intern-INT-38C-Acoustic-Guitar-Black/dp/B073B6TQQY/ref=sr_1_5?keywords=guitar&qid=1670921741&sr=8-5
6, JUAREZ Store,"Juârez Acoustic Guitar, 38 Inch Cutaway, 038C with Bag, Strings, Pick and Strap, Black","2,398",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/Juarez-Acoustic-Cutaway-038C-Strings/dp/B017NPCSLI/ref=sr_1_6?keywords=guitar&qid=1670921741&sr=8-6
7, Intern Store,Intern INT-38C Acoustic Guitar Kit (Blue),"2,399",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/Intern-INT-38C-Acoustic-Guitar-Blue/dp/B073B5RZBV/ref=sr_1_7?keywords=guitar&qid=1670921741&sr=8-7
8, Intern Store,Intern 38C Ebony Wood Cutaway Design Acoustic Guitar with Picks And Carry Bag (Black),"2,099",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/Intern-38-inch-Cutaway-Design-Acoustic/dp/B07X4PN85R/ref=sr_1_8?keywords=guitar&qid=1670921741&sr=8-8
9, JUAREZ Store,"Juarez Acoustic Guitar, 38 Inch Curved Body Cutaway, 38CUR with Bag, Strings, Pick and Strap, Black","2,256",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/Juarez-Acoustic-Guitar-Cutaway-Strings/dp/B076QHZ4HZ/ref=sr_1_9?keywords=guitar&qid=1670921741&sr=8-9
10, Intern Store,"Intern INT-38C Acoustic Guitar Kit (Sunburst) with Carry bag, Picks, Strings set and Guitar Strap, Small","2,399",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/Intern-INT-38C-Acoustic-Guitar-Sunburst/dp/B073B5MJRM/ref=sr_1_10?keywords=guitar&qid=1670921741&sr=8-10
11, Intern Store,Intern Int-38c Sunburst Linden Wood Acoustic Guitar Kit with Carry Bag and Picks,"2,099",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/Intern-INT-38C-Sunburst-Acoustic-Guitar/dp/B07X1J4D3Z/ref=sr_1_11?keywords=guitar&qid=1670921741&sr=8-11
12, JUAREZ Store,"Juarez Acoustic Guitar, 38 Inch Cutaway with Pick Guard, 38CPG with Bag, Strings, Pick and Strap, Black","2,637",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/Juarez-Acoustic-Guitar-Cutaway-Strings/dp/B075XMRKMY/ref=sr_1_12?keywords=guitar&qid=1670921741&sr=8-12
13, YAMAHA Store,"Yamaha F280 Acoustic Rosewood Guitar (Natural, Beige)","7,340",7 days Replacement,"Friday, 16 December",In stock.,https://www.amazon.in/Yamaha-F280-Acoustic-Guitar-Natural/dp/B08317Y4VP/ref=sr_1_13?keywords=guitar&qid=1670921741&sr=8-13
14, Kadence Store,"Kadence 40 Incheses Frontier Series, wood Acoustic Guitar With/Wihtout EQ Die Cast Keys Combo (Bag,strap,strings And 3 picks) (Black, Acoustic)","4,999",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/Kadence-Frontier-Acoustic-Wihtout-strings/dp/B08PK9GZZY/ref=sr_1_14?keywords=guitar&qid=1670921741&sr=8-14
15, Fender,Fender CD 60 Dread V3 DS 6 String Acoustic Guitar - Walnut Fretboard-Black,"12,531",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/Fender-Dread-String-Acoustic-Guitar/dp/B07RM4B5LJ/ref=sxin_24?asc_contentid=amzn1.osa.39dd7fbf-afb9-4b33-a89b-5dc1ff018d2f.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.39dd7fbf-afb9-4b33-a89b-5dc1ff018d2f.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.939c6bd1-1a0e-48f0-a138-af961f88b523%3Aamzn1.sym.939c6bd1-1a0e-48f0-a138-af961f88b523&creativeASIN=B07RM4B5LJ&cv_ct_cx=guitar&cv_ct_id=amzn1.osa.39dd7fbf-afb9-4b33-a89b-5dc1ff018d2f.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=guitar&linkCode=oas&pd_rd_i=B07RM4B5LJ&pd_rd_r=8db685a5-11ea-49a0-a348-a83d0ed3a2bc&pd_rd_w=IulM0&pd_rd_wg=MuAqs&pf_rd_p=939c6bd1-1a0e-48f0-a138-af961f88b523&pf_rd_r=S3N2Z6ADZPDTFS24KCBF&qid=1670921741&sr=1-1-c84eb971-91f2-4a4d-acce-811265c24254&tag=sm-content-21
16, YAMAHA Store,"Yamaha FS100C Acoustic Guitar, Natural","9,589",7 days Replacement,"Saturday, 17 December",In stock.,https://www.amazon.in/Yamaha-FS100C-Acoustic-Guitars-Natural/dp/B00QKD79QE/ref=sxin_24?asc_contentid=amzn1.osa.39dd7fbf-afb9-4b33-a89b-5dc1ff018d2f.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.39dd7fbf-afb9-4b33-a89b-5dc1ff018d2f.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.939c6bd1-1a0e-48f0-a138-af961f88b523%3Aamzn1.sym.939c6bd1-1a0e-48f0-a138-af961f88b523&creativeASIN=B00QKD79QE&cv_ct_cx=guitar&cv_ct_id=amzn1.osa.39dd7fbf-afb9-4b33-a89b-5dc1ff018d2f.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=guitar&linkCode=oas&pd_rd_i=B00QKD79QE&pd_rd_r=8db685a5-11ea-49a0-a348-a83d0ed3a2bc&pd_rd_w=IulM0&pd_rd_wg=MuAqs&pf_rd_p=939c6bd1-1a0e-48f0-a138-af961f88b523&pf_rd_r=S3N2Z6ADZPDTFS24KCBF&qid=1670921741&sr=1-2-c84eb971-91f2-4a4d-acce-811265c24254&tag=sm-content-21
17, HOVNER,"Hovner 215 Black F-Cut Rosewood Fretboard Acoustic Guitar With Bag,Strap,1 Set of Extra Strings and 2 Picks By K-Retail","4,480",7 days Replacement,"Monday, 19 December",In stock.,https://www.amazon.in/Rosewood-Fretboard-Acoustic-Strings-K-Retail/dp/B07KLG8C4P/ref=sxin_24?asc_contentid=amzn1.osa.39dd7fbf-afb9-4b33-a89b-5dc1ff018d2f.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.39dd7fbf-afb9-4b33-a89b-5dc1ff018d2f.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.939c6bd1-1a0e-48f0-a138-af961f88b523%3Aamzn1.sym.939c6bd1-1a0e-48f0-a138-af961f88b523&creativeASIN=B07KLG8C4P&cv_ct_cx=guitar&cv_ct_id=amzn1.osa.39dd7fbf-afb9-4b33-a89b-5dc1ff018d2f.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=guitar&linkCode=oas&pd_rd_i=B07KLG8C4P&pd_rd_r=8db685a5-11ea-49a0-a348-a83d0ed3a2bc&pd_rd_w=IulM0&pd_rd_wg=MuAqs&pf_rd_p=939c6bd1-1a0e-48f0-a138-af961f88b523&pf_rd_r=S3N2Z6ADZPDTFS24KCBF&qid=1670921741&sr=1-3-c84eb971-91f2-4a4d-acce-811265c24254&tag=sm-content-21
18, Kadence Store,"Kadence Guitar Acoustica Series, 41” Jumbo Size 6-strings Acoustic Guitar, Spruce body with Pick Guard A311 with bag… B07JKYWGJN (KAD-A-311)","6,999",7 days Replacement,"Saturday, 17 December",In stock.,https://www.amazon.in/Kadence-6-strings-Acoustic-Guitar-Natural/dp/B07JKYWGJN/ref=sxin_24?asc_contentid=amzn1.osa.39dd7fbf-afb9-4b33-a89b-5dc1ff018d2f.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.39dd7fbf-afb9-4b33-a89b-5dc1ff018d2f.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.939c6bd1-1a0e-48f0-a138-af961f88b523%3Aamzn1.sym.939c6bd1-1a0e-48f0-a138-af961f88b523&creativeASIN=B07JKYWGJN&cv_ct_cx=guitar&cv_ct_id=amzn1.osa.39dd7fbf-afb9-4b33-a89b-5dc1ff018d2f.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=guitar&linkCode=oas&pd_rd_i=B07JKYWGJN&pd_rd_r=8db685a5-11ea-49a0-a348-a83d0ed3a2bc&pd_rd_w=IulM0&pd_rd_wg=MuAqs&pf_rd_p=939c6bd1-1a0e-48f0-a138-af961f88b523&pf_rd_r=S3N2Z6ADZPDTFS24KCBF&qid=1670921741&sr=1-4-c84eb971-91f2-4a4d-acce-811265c24254&tag=sm-content-21
19, JUAREZ Store,"Juarez Acoustic Guitar Kit, 38 Inch Cutaway, 38C with Bag, Strings, Pick and Strap, 3TS Sunburst","2,649",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/JUAREZ-JRZ38C-Acoustic-Sunburst-Strings/dp/B01FYYTDTU/ref=sr_1_15?keywords=guitar&qid=1670921741&sr=8-15
20, Intern Store,Intern INT-38C Natural Linden Wood Acoustic Guitar Kit with Carry Bag & Picks,"2,099",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/Intern-INT-38C-Natural-Acoustic-Guitar/dp/B07X4LPJ6H/ref=sr_1_16?keywords=guitar&qid=1670921741&sr=8-16
21, Kadence Store,"Kadence rosewood Guitar Frontier Series, Electric Acoustic Black Guitar With EQ, Die Cast Keys, Set Of Strings, Strap, Picks And Bag (Black EQ, Electric Acoustic)","5,499",7 days Replacement,"Friday, 16 December",In stock.,https://www.amazon.in/Kadence-Frontier-Acoustic-Guitar-Strings/dp/B078GTJP5Y/ref=sr_1_17?keywords=guitar&qid=1670921741&sr=8-17
22, Intern Store,"Intern INT-38C-BK-G Cutaway Right Handed Acoustic Guitar Kit, with Bag, Nickel Strings, Pick And Strap (Black) -6 Strings","2,299",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/Intern-INT-38C-BK-G-Guitar-Kit-Black/dp/B07K9497RC/ref=sr_1_18?keywords=guitar&qid=1670921741&sr=8-18
23, Medellin,"Medellin M38 carbon fiber body 38 Incheses Acoustic Guitar (Black) Durable Matt finish With hAndrest, strings, strap, bag, 3 Picks, capo, stAnd","2,429",7 days Replacement,"Friday, 16 December",In stock.,https://www.amazon.in/Medellin-Acoustic-Guitar-Carbon-Learning/dp/B09MSGQQWX/ref=sr_1_19?keywords=guitar&qid=1670921741&sr=8-19
24, Intern Store,"Intern INT-38C-NT-G 38 Incheses lindenwood Right HAnded Acoustic Guitar Kit With Bag, Strings, Pick And Strap (Natural, 6-Strings)","2,499",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/Intern-INT-38C-NT-G-Guitar-Kit-Natural/dp/B07K9MZZH9/ref=sr_1_20?keywords=guitar&qid=1670921741&sr=8-20
25, AP ENTERPRISES,"AP Enterprises String Acoustic Guitar , Learning Toys for Girl & Boys,Musical Instrument Educational Guitar Toy for Beginners Kids 17'' - ( Pack of 1 )",459,7 days Replacement,"Friday, 16 December",In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NzE5NTYxMzU0ODQ4ODU4OjE2NzA5MjE3NDE6c3BfbXRmOjIwMDk1NjQzNDQ1Mjk4OjowOjo&url=%2FAP-Enterprises-Instrument-Educational-Beginners%2Fdp%2FB0BMX7HJ82%2Fref%3Dsr_1_21_sspa%3Fkeywords%3Dguitar%26qid%3D1670921741%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
26, SG Musical Store,"SG Musical RGS100 Electric, Bass, Acoustic Guitar Folding Stand - Guitar Stand",459,10 days Returnable,"Monday, 19 December",In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NzE5NTYxMzU0ODQ4ODU4OjE2NzA5MjE3NDE6c3BfbXRmOjIwMTAwNzgyNzI2Njk4OjowOjo&url=%2FSG-Musical-Electric-Acoustic-Folding%2Fdp%2FB0BG5NXG17%2Fref%3Dsr_1_22_sspa%3Fkeywords%3Dguitar%26qid%3D1670921741%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
27, Guitar Bro Store,"GUITAR BRO - COMBO (Black Acoustic Guitar for Beginner, Guitar Learning Kit, Song Book, Video Lectures, Accessories like Pick, Bag)","8,999",7 days Replacement,December 19 - 21,In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NzE5NTYxMzU0ODQ4ODU4OjE2NzA5MjE3NDE6c3BfbXRmOjIwMDQ5MTI5MTM2MjAxOjowOjo&url=%2FGUITAR-BRO-Acoustic-Beginner-Accessories%2Fdp%2FB07T84GC8L%2Fref%3Dsr_1_23_sspa%3Fkeywords%3Dguitar%26qid%3D1670921741%26sr%3D8-23-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
28, VAULT Store,"Vault DA20 Dreadnought Acoustic Guitar With Gig-Bag, Picks, Strings Set, String Winder, Strap, Polishing Cloth And Allen Key","4,465",7 days Returnable,"Thursday, 15 December",In stock.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NzE5NTYxMzU0ODQ4ODU4OjE2NzA5MjE3NDE6c3BfbXRmOjIwMDkyNjI0MDIxNTk4OjowOjo&url=%2FDreadnought-Acoustic-Gig-Bag-Strings-Polishing%2Fdp%2FB0BJJRJVHY%2Fref%3Dsr_1_24_sspa%3Fkeywords%3Dguitar%26qid%3D1670921741%26sr%3D8-24-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
29, Intern Store,"Intern 38C Wooden Acoustic Steel-String Guitar Premium White Cutaway Design With Carry Bag, Strings, Guitar Strap And Plectrums (Int-38C-Wh)","2,499",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/Intern-Acoustic-Steel-string-plectrums-INT-38C-WH/dp/B09LR94Z2X/ref=sr_1_25?keywords=guitar&qid=1670921741&sr=8-25
30, JUAREZ Store,"JUAREZ JRZ38C 38 Inches Lindenwood Right Handed Acoustic Guitar With Bag, Strings, Pick And Strap (Natural, Brown, 6 Strings)","2,649",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/JUAREZ-JRZ38C-Acoustic-Natural-Strings/dp/B01FYYTDWC/ref=sr_1_26_mod_primary_new?keywords=guitar&qid=1670921741&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-26
31, JUAREZ Store,"JUAREZ JRZ38C 38 Inches Lindenwood Right Handed Acoustic Guitar With Bag, Strings, Pick And Strap (Natural, Brown, 6 Strings)","2,649",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/JUAREZ-JRZ38C-Acoustic-Natural-Strings/dp/B01FYYTDWC/ref=sr_1_26_mod_new?keywords=guitar&qid=1670921741&qu=eyJxc2MiOiI1Ljc2IiwicXNhIjoiNS4yNyIsInFzcCI6IjQuMDIifQ%3D%3D&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-26
32, JUAREZ Store,"JUAREZ JRZ38C 38 Inches Lindenwood Right Handed Acoustic Guitar With Bag, Strings, Pick And Strap (Natural, Brown, 6 Strings)","2,649",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/JUAREZ-JRZ38C-Acoustic-Natural-Strings/dp/B01FYYTDWC/ref=sr_1_26_mod_new?keywords=guitar&qid=1670921741&qu=eyJxc2MiOiI1Ljc2IiwicXNhIjoiNS4yNyIsInFzcCI6IjQuMDIifQ%3D%3D&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-26
33, Kadence Store,"Kadence 40 Incheses Frontier Series, rosewood Semi Acoustic Guitar With Die Cast Keys (Bag,Strap,Strings And 3 Picks) (Natural)","5,398",7 days Replacement,"Friday, 16 December",In stock.,https://www.amazon.in/Kadence-Frontier-Acoustic-Natural-Equalizer/dp/B01I50UJG6/ref=sr_1_27?keywords=guitar&qid=1670921741&sr=8-27
34, Medellin,"Medellin M38 carbon fiber body 38 Incheses Acoustic Guitar (Blue Burst) Durable Matt finish With hAndrest, strings, strap, bag, 3 Picks, capo, stAnd","2,429",7 days Replacement,"Friday, 16 December",In stock.,https://www.amazon.in/Medellin-Acoustic-Guitar-Carbon-Learning/dp/B09MSGMQ3Y/ref=sr_1_28?keywords=guitar&qid=1670921741&sr=8-28
35, JUAREZ Store,"Juârez Acoustic Guitar, 38 Inch Cutaway, JRZ38C with Bag, Strings, Pick and Strap, Red","3,260",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/JUAREZ-JRZ38C-Handed-Acoustic-Strings/dp/B01FYYTDW2/ref=sr_1_29?keywords=guitar&qid=1670921741&sr=8-29
36, JUAREZ Store,"Juarez Acoustic Guitar Kit, 38 Inch Cutaway, 38C with Bag, Strings, Pick and Strap, TBS Transparent Blue Sunburst","2,639",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/JUAREZ-JRZ38C-Acoustic-Sunburst-Strings/dp/B01FYYTDS6/ref=sr_1_30?keywords=guitar&qid=1670921741&sr=8-30
37, Intern Store,Intern INT-38C Acoustic Guitar Kit (Red),"2,399",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/Intern-INT-38C-Acoustic-Guitar-Kit/dp/B073B6TF31/ref=sr_1_31?keywords=guitar&qid=1670921741&sr=8-31
38, Kadence Store,"Kadence Guitar Acoustica Series, 41” Jumbo Size 6-strings Acoustic Guitar, Spruce body with Pick Guard A311 with bag… B07JKYWGJN (KAD-A-311)","6,999",7 days Replacement,"Saturday, 17 December",In stock.,https://www.amazon.in/Kadence-6-strings-Acoustic-Guitar-Natural/dp/B07JKYWGJN/ref=sr_1_32?keywords=guitar&qid=1670921741&sr=8-32
39, JUAREZ Store,"Juârez JRZ38C/ZEB 6 Strings Acoustic Guitar 38 Inch Cutaway, Right Handed, Zebrawood with Bag, Strings, Picks and Strap","3,339",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/Juarez-Strings-Acoustic-Cutaway-Zebrawood/dp/B072Q9L8DG/ref=sr_1_33?keywords=guitar&qid=1670921741&sr=8-33
40, YAMAHA Store,"Yamaha FS100C Acoustic Guitar, Natural","9,589",7 days Replacement,"Saturday, 17 December",In stock.,https://www.amazon.in/Yamaha-FS100C-Acoustic-Guitars-Natural/dp/B00QKD79QE/ref=sr_1_34?keywords=guitar&qid=1670921741&sr=8-34
41, Medellin,"Medellin 38"" Acoustic Guitar premium wood with adjustable Truss-rod, free online learning course, Set Of Strings, Strap, Bag and 3 Picks (White Truss Rod)…","2,399",7 days Returnable,"Saturday, 17 December",In stock.,https://www.amazon.in/Medellin-Acoustic-adjustable-Truss-rod-learning/dp/B0BMKX4HNP/ref=sr_1_35?keywords=guitar&qid=1670921741&sr=8-35
42, JUAREZ Store,"Juarez Acoustic Guitar, 38 Inch Cutaway, 38CMB with Bag, Strings, Pick and Strap, Matte Black","2,637",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/Juarez-Acoustic-Guitar-Cutaway-Strings/dp/B084VRCCN7/ref=sr_1_36?keywords=guitar&qid=1670921741&sr=8-36
43, Intern Store,"Intern INT-38C-RD-G Linden Wood Cutaway Right Handed Acoustic Guitar Kit, With Bag, Strings, Pick And Strap (Red, 6 Strings)","2,217",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/Intern-INT-38C-RD-G-Guitar-Kit-Red/dp/B07K959RKX/ref=sr_1_37?keywords=guitar&qid=1670921741&sr=8-37
44, medellin,"Medellin MDCF38BK 38"" Carbon Fiber Acoustic Guitar With HAndrest, Set Of Strings, Strap, Bag, 3 Picks, Capo, Guitar Wall Hanging StAnd (Matt Pink)","2,429",7 days Replacement,"Friday, 16 December",In stock.,https://www.amazon.in/Medellin-Acoustic-specailized-learning-beginners/dp/B09MSH3RY1/ref=sr_1_38?keywords=guitar&qid=1670921741&sr=8-38
45, Medellin,"Medellin 38 Incheses Acoustic Guitar Carbon Fiber Body With Set Of Strings, Strap, Bag, 3 Picks, Capo, Guitar Wall Hanging Stand (own)","2,248",7 days Replacement,"Saturday, 17 December",In stock.,https://www.amazon.in/Medellin-Acoustic-LEARNING-beginners-handrest/dp/B09MSKKHJC/ref=sr_1_39?keywords=guitar&qid=1670921741&sr=8-39
46, REVEL,Revel 38 Inches Cutaway Design Acoustic Guitar with Carry bag and Plectrums. Great tone and Beginner/Learners standard size configuration for all age groups (Red),"2,904",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/Acoustic-Plectrums-Beginner-Learners-configuration/dp/B09W5V91LW/ref=sr_1_40?keywords=guitar&qid=1670921741&sr=8-40
47, Kadence Store,"Kadence Frontier 34inch guitar for Kids, Travel Guitar for Adult Acoustic Guitar with Die Cast Keys, Set of Strings, Strap, Picks and Bag (Black Guitar)","3,599",7 days Replacement,"Saturday, 17 December",Only 2 left in stock.,https://www.amazon.in/Kadence-Professional-Guitar-Years-Strings/dp/B07YZK5B2Z/ref=sr_1_41?keywords=guitar&qid=1670921741&sr=8-41
48, YAMAHA Store,"Yamaha FS100C Acoustic Guitar, Black","9,099",7 days Replacement,"Saturday, 17 December",In stock.,https://www.amazon.in/Yamaha-FS-100C-6-String-Acoustic-without/dp/B00PAS9CK6/ref=sr_1_42?keywords=guitar&qid=1670921741&sr=8-42
49, Kadence Store,"Kadence Frontier Jumbo Semi Acoustic Guitar With Die Cast Keys, Super Combo (Bag, 1 pack Strings, Strap, Picks, Capo (Black)","6,699",7 days Replacement,"Saturday, 17 December",In stock.,https://www.amazon.in/Kadence-Frontier-Acoustic-Guitar-Equalizer/dp/B01HRIHJWY/ref=sr_1_43?keywords=guitar&qid=1670921741&sr=8-43
50, Ibanez,"Ibanez MD39C-NT Acoustic Guitar (Natural), Designed in Japan and Made Specially for India","6,990",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/Ibanez-IBA-MD39CNT-Acoustic-Guitar-MD39C-NT/dp/B07G4CCMYL/ref=sr_1_44?keywords=guitar&qid=1670921741&sr=8-44
51, medellin,"Medellin MDCF38BK Carbon Fiber Acoustic Guitar With Handrest, Set Of Strings, Strap, Bag, 3 Picks, Capo, Guitar Wall Hanging Stand (Matt, Sunburst)","2,248",7 days Replacement,"Saturday, 17 December",In stock.,https://www.amazon.in/Medellin-Acoustic-specailized-learning-beginners/dp/B09MSGN39M/ref=sr_1_45?keywords=guitar&qid=1670921741&sr=8-45
52, Intern Store,Intern INT-38C Acoustic Guitar Kit (Natural),"2,147",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/Intern-INT-38C-Acoustic-Guitar-Natural/dp/B073B4D22T/ref=sr_1_46?keywords=guitar&qid=1670921741&sr=8-46
53, Kadence Store,"Kadence Slowhand Premium Jumbo Semi Acoustic Guitar with Heavy Padded Bag, guitar cable, Pro Capo (Black Spruce Wood)","9,900",7 days Replacement,"Saturday, 17 December",,https://www.amazon.in/Kadence-Slowhand-Premium-Acoustic-Instrument/dp/B077SZ667X/ref=sr_1_47?keywords=guitar&qid=1670921741&sr=8-47
54, JUAREZ Store,"Juarez Acoustic Guitar, [ LEFT HANDED] 38 Inch Cutaway, 38CL/BK with Bag, Strings, Pick and Strap, Black","2,649",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/Juarez-Acoustic-Cutaway-BK-Strings/dp/B076T3RHMG/ref=sr_1_48?keywords=guitar&qid=1670921741&sr=8-48
55, Sawtooth,Sawtooth Maple Series Left-Handed Acoustic-Electric Cutaway Jumbo Guitar with Padded Gig Bag and Pick Sampler,"2,279",Returns Policy,-,,https://www.amazon.in/Sawtooth-Left-Handed-Acoustic-Electric-Cutaway-Sampler/dp/B07GQ9HDK3/ref=sr_1_49?keywords=guitar&qid=1670921741&sr=8-49
56, Cort,"Cort AD810 Dreadnought Acoustic Guitar with Gig Bag,Tuner,Picks and Strap (Natural Bundle)","10,890",7 days Replacement,"Thursday, 15 December",In stock.,https://www.amazon.in/Cort-AD810-Dreadnought-Acoustic-Guitar/dp/B07KMBVR6V/ref=sr_1_50?keywords=guitar&qid=1670921741&sr=8-50
